order_item_id,order_id,product_id,quantity,unit_price,discount_rate,customer_id,store_id,employee_id,order_date,channel,promotion_id,order_status,category,subcategory,supplier_id,unit_cost,gross_sales,cost,gross_profit,margin_pct
4002,1316,39,1,228.95,0.0,996,11,63,2024-07-12,Online,,Completed,Home,Kitchen,21,101.53,228.95,101.53,127.41999999999999,0.5565407294169032
4003,1316,30,2,154.18,0.05,996,11,63,2024-07-12,Online,,Completed,Electronics,Laptops,13,99.95,308.36,199.9,108.46000000000001,0.35173174211960045
4004,1316,65,4,409.95,0.1,996,11,63,2024-07-12,Online,,Completed,Home,Decor,5,212.45,1639.8,849.8,790.0,0.4817660690328089
4005,1317,120,3,329.46,0.05,86,1,13,2025-03-19,Store,,Completed,Sports,Cycling,9,178.25,988.3799999999999,534.75,453.6299999999999,0.4589631518241971
4006,1317,72,2,113.61,0.0,86,1,13,2025-03-19,Store,,Completed,Home,Cleaning,7,89.89,227.22,179.78,47.44,0.20878443798961357
4007,1317,24,1,419.37,0.0,86,1,13,2025-03-19,Store,,Completed,Electronics,Accessories,6,183.01,419.37,183.01,236.36,0.563607315735508
4008,1317,118,4,321.89,0.05,86,1,13,2025-03-19,Store,,Completed,Sports,Fitness,6,171.23,1287.56,684.92,602.64,0.46804809096275124
4009,1318,5,3,305.43,0.2,507,12,58,2024-12-13,Store,6.0,Cancelled,Electronics,Audio,14,184.4,916.29,553.2,363.0899999999999,0.3962610090691811
4010,1318,146,3,116.76,0.15,507,12,58,2024-12-13,Store,6.0,Cancelled,Beauty,Fragrance,19,94.89,350.28000000000003,284.67,65.61000000000001,0.18730729701952725
4011,1318,41,2,152.15,0.25,507,12,58,2024-12-13,Store,6.0,Cancelled,Home,Furniture,20,116.64,304.3,233.28,71.02000000000001,0.23338810384488995
4012,1318,68,2,155.25,0.15,507,12,58,2024-12-13,Store,6.0,Cancelled,Home,Cleaning,20,84.22,310.5,168.44,142.06,0.4575201288244767
4013,1319,171,2,126.1,0.15000000000000002,905,12,4,2025-11-17,Store,5.0,Completed,Beauty,Haircare,6,94.0,252.2,188.0,64.19999999999999,0.25455987311657413
4014,1319,9,1,173.66,0.1,905,12,4,2025-11-17,Store,5.0,Completed,Electronics,Monitors,16,131.07,173.66,131.07,42.59,0.24524933778647937
4015,1319,118,1,304.95,0.1,905,12,4,2025-11-17,Store,5.0,Completed,Sports,Fitness,6,171.23,304.95,171.23,133.72,0.438498114444991
4016,1319,66,1,107.45,0.1,905,12,4,2025-11-17,Store,5.0,Completed,Home,Kitchen,3,56.74,107.45,56.74,50.71,0.4719404374127501
4017,1320,136,1,175.59,0.35,1051,3,15,2024-12-29,Store,8.0,Completed,Sports,Team Sports,13,142.88,175.59,142.88,32.71000000000001,0.18628623497921298
4018,1320,125,3,28.58,0.35,1051,3,15,2024-12-29,Store,8.0,Completed,Sports,Outdoor,7,20.78,85.74,62.34,23.39999999999999,0.27291812456263115
4019,1320,114,1,25.66,0.25,1051,3,15,2024-12-29,Store,8.0,Completed,Sports,Team Sports,11,20.29,25.66,20.29,5.370000000000001,0.20927513639906473
4020,1320,119,1,110.57,0.25,1051,3,15,2024-12-29,Store,8.0,Completed,Sports,Outdoor,6,72.41,110.57,72.41,38.16,0.3451207379940309
4021,1320,91,1,302.2,0.25,1051,3,15,2024-12-29,Store,8.0,Completed,Apparel,Accessories,8,187.7,302.2,187.7,114.5,0.37888815354070154
4022,1321,72,1,79.53,0.3,843,12,4,2024-12-07,Online,14.0,Completed,Home,Cleaning,7,89.89,79.53,89.89,-10.36,-0.1302653086885452
4023,1321,169,1,76.6,0.25,843,12,4,2024-12-07,Online,14.0,Completed,Beauty,Personal Care,20,44.52,76.6,44.52,32.07999999999999,0.41879895561357694
4024,1322,172,4,119.34,0.2,513,8,14,2025-11-05,Store,4.0,Completed,Beauty,Haircare,4,70.23,477.36,280.92,196.44,0.41151332327802914
4025,1322,79,3,64.3,0.1,513,8,14,2025-11-05,Store,4.0,Completed,Apparel,Women,13,38.19,192.89999999999998,114.57,78.32999999999998,0.4060653188180404
4026,1322,47,2,77.74,0.1,513,8,14,2025-11-05,Store,4.0,Completed,Home,Kitchen,18,46.81,155.48,93.62,61.859999999999985,0.3978646771288911
4027,1322,77,3,444.76,0.1,513,8,14,2025-11-05,Store,4.0,Completed,Apparel,Footwear,19,217.73,1334.28,653.1899999999999,681.09,0.5104550768954043
4028,1323,31,4,52.64,0.2,892,3,82,2025-08-25,Online,6.0,Completed,Electronics,Accessories,3,32.56,210.56,130.24,80.32,0.3814589665653495
4029,1323,53,3,119.96,0.15,892,3,82,2025-08-25,Online,6.0,Completed,Home,Decor,19,74.95,359.88,224.85000000000002,135.02999999999997,0.3752084028009336
4030,1323,133,4,213.32,0.25,892,3,82,2025-08-25,Online,6.0,Completed,Sports,Cycling,3,126.87,853.28,507.48,345.79999999999995,0.4052597037314832
4031,1323,133,4,213.32,0.25,892,3,82,2025-08-25,Online,6.0,Completed,Sports,Cycling,3,126.87,853.28,507.48,345.79999999999995,0.4052597037314832
4032,1323,138,1,153.37,0.15,892,3,82,2025-08-25,Online,6.0,Completed,Sports,Team Sports,11,100.89,153.37,100.89,52.480000000000004,0.3421790441416183
4033,1324,154,4,19.59,0.25,1080,4,36,2024-06-30,Store,1.0,Completed,Beauty,Haircare,4,14.43,78.36,57.72,20.64,0.26339969372128635
4034,1324,46,1,42.34,0.25,1080,4,36,2024-06-30,Store,1.0,Completed,Home,Kitchen,1,37.49,42.34,37.49,4.850000000000001,0.11454888993859237
4035,1324,163,1,237.63,0.35,1080,4,36,2024-06-30,Store,1.0,Completed,Beauty,Fragrance,23,216.91,237.63,216.91,20.72,0.08719437781424903
4036,1324,23,3,281.61,0.25,1080,4,36,2024-06-30,Store,1.0,Completed,Electronics,Audio,19,170.25,844.83,510.75,334.08000000000004,0.3954405028230532
4037,1324,102,4,227.26,0.25,1080,4,36,2024-06-30,Store,1.0,Completed,Apparel,Men,16,197.45,909.04,789.8,119.24000000000001,0.13117134559535334
4038,1325,102,1,287.86,0.05,1002,2,77,2024-11-06,Online,12.0,Cancelled,Apparel,Men,16,197.45,287.86,197.45,90.41000000000003,0.31407628708399926
4039,1325,180,2,139.0,0.1,1002,2,77,2024-11-06,Online,12.0,Cancelled,Beauty,Personal Care,10,83.71,278.0,167.42,110.58000000000001,0.3977697841726619
4040,1325,149,2,153.53,0.1,1002,2,77,2024-11-06,Online,12.0,Cancelled,Beauty,Haircare,2,79.35,307.06,158.7,148.36,0.4831628997590048
4041,1325,51,2,267.12,0.1,1002,2,77,2024-11-06,Online,12.0,Cancelled,Home,Kitchen,19,154.12,534.24,308.24,226.0,0.42303084755914944
4042,1326,84,3,242.82,0.2,266,4,83,2024-08-31,Online,18.0,Completed,Apparel,Footwear,14,172.24,728.46,516.72,211.74,0.2906679845152788
4043,1326,106,4,210.73,0.2,266,4,83,2024-08-31,Online,18.0,Completed,Apparel,Accessories,10,141.36,842.92,565.44,277.4799999999999,0.3291890096331798
4044,1327,69,4,43.79,0.2,330,8,34,2024-03-28,Online,4.0,Completed,Home,Furniture,6,24.05,175.16,96.2,78.96,0.45078785110755876
4045,1327,151,4,211.71,0.1,330,8,34,2024-03-28,Online,4.0,Completed,Beauty,Skincare,2,162.37,846.84,649.48,197.36,0.23305465022908697
4046,1327,63,2,224.96,0.2,330,8,34,2024-03-28,Online,4.0,Completed,Home,Furniture,12,148.31,449.92,296.62,153.3,0.34072724039829305
4047,1327,123,1,125.18,0.2,330,8,34,2024-03-28,Online,4.0,Completed,Sports,Fitness,10,74.45,125.18,74.45,50.730000000000004,0.4052564307397348
4048,1327,127,2,117.64,0.1,330,8,34,2024-03-28,Online,4.0,Completed,Sports,Cycling,21,101.66,235.28,203.32,31.960000000000008,0.13583815028901738
4049,1328,167,1,195.98,0.2,1053,9,37,2025-03-03,Store,13.0,Completed,Beauty,Personal Care,1,154.46,195.98,154.46,41.51999999999998,0.21185835289315227
4050,1328,157,3,213.21,0.2,1053,9,37,2025-03-03,Store,13.0,Completed,Beauty,Fragrance,5,133.11,639.63,399.33000000000004,240.29999999999995,0.3756859434360489
4051,1329,104,2,268.06,0.05,853,8,5,2024-07-14,Store,12.0,Completed,Apparel,Footwear,10,121.75,536.12,243.5,292.62,0.5458106394090875
4052,1329,81,1,324.62,0.05,853,8,5,2024-07-14,Store,12.0,Completed,Apparel,Accessories,7,179.68,324.62,179.68,144.94,0.4464912821144723
4053,1329,103,1,138.58,0.05,853,8,5,2024-07-14,Store,12.0,Completed,Apparel,Accessories,4,68.63,138.58,68.63,69.95000000000002,0.5047625920046184
4054,1330,59,2,221.38,0.2,422,12,11,2024-05-07,Store,17.0,Cancelled,Home,Kitchen,9,190.61,442.76,381.22,61.539999999999964,0.13899177884181038
4055,1331,85,1,85.76,0.15,19,6,1,2025-09-22,Store,9.0,Cancelled,Apparel,Accessories,19,73.31,85.76,73.31,12.450000000000003,0.1451725746268657
4056,1331,163,3,310.74,0.15,19,6,1,2025-09-22,Store,9.0,Cancelled,Beauty,Fragrance,23,216.91,932.22,650.73,281.49,0.3019566196820493
4057,1331,166,3,204.64,0.15,19,6,1,2025-09-22,Store,9.0,Cancelled,Beauty,Personal Care,2,105.96,613.92,317.88,296.03999999999996,0.48221266614542607
4058,1332,10,2,388.74,0.2,1084,3,82,2025-04-25,Store,13.0,Completed,Electronics,Laptops,1,215.77,777.48,431.54,345.94,0.444950352420641
4059,1332,20,2,112.76,0.2,1084,3,82,2025-04-25,Store,13.0,Completed,Electronics,Audio,23,110.42,225.52,220.84,4.680000000000007,0.020752039730400882
4060,1332,115,2,345.94,0.2,1084,3,82,2025-04-25,Store,13.0,Completed,Sports,Fitness,19,193.81,691.88,387.62,304.26,0.4397583395964618
4061,1332,49,1,179.34,0.2,1084,3,82,2025-04-25,Store,13.0,Completed,Home,Kitchen,19,164.57,179.34,164.57,14.77000000000001,0.08235753317720536
4062,1332,53,3,112.9,0.2,1084,3,82,2025-04-25,Store,13.0,Completed,Home,Decor,19,74.95,338.70000000000005,224.85000000000002,113.85000000000002,0.33613817537643936
4063,1333,116,2,318.38,0.2,1072,3,70,2024-09-23,Online,10.0,Completed,Sports,Outdoor,16,181.4,636.76,362.8,273.96,0.43024059300207296
4064,1334,130,1,143.12,0.05,71,6,32,2024-11-24,Online,12.0,Completed,Sports,Fitness,10,95.0,143.12,95.0,48.120000000000005,0.3362213527110118
4065,1334,99,2,53.58,0.05,71,6,32,2024-11-24,Online,12.0,Completed,Apparel,Accessories,22,26.97,107.16,53.94,53.22,0.4966405375139978
4066,1334,145,3,299.89,0.15000000000000002,71,6,32,2024-11-24,Online,12.0,Completed,Beauty,Skincare,19,166.1,899.67,498.29999999999995,401.37,0.4461302477575111
4067,1334,95,2,379.49,0.1,71,6,32,2024-11-24,Online,12.0,Completed,Apparel,Men,2,188.45,758.98,376.9,382.08000000000004,0.5034124746370129
4068,1335,6,4,39.1,0.3,867,10,66,2024-10-03,Online,3.0,Completed,Electronics,Monitors,4,38.57,156.4,154.28,2.1200000000000045,0.013554987212276243
4069,1335,43,2,225.83,0.3,867,10,66,2024-10-03,Online,3.0,Completed,Home,Decor,22,201.86,451.66,403.72,47.94,0.10614178807067262
4070,1335,22,2,72.2,0.25,867,10,66,2024-10-03,Online,3.0,Completed,Electronics,Audio,8,72.18,144.4,144.36,0.03999999999999204,0.00027700831024925237
4071,1335,58,2,235.97,0.25,867,10,66,2024-10-03,Online,3.0,Completed,Home,Furniture,18,144.25,471.94,288.5,183.44,0.38869347798448955
4072,1335,36,3,42.03,0.35,867,10,66,2024-10-03,Online,3.0,Completed,Electronics,Audio,13,27.94,126.09,83.82000000000001,42.269999999999996,0.3352367356650012
4073,1336,134,1,102.29,0.25,169,2,72,2025-12-13,Online,14.0,Completed,Sports,Cycling,9,89.94,102.29,89.94,12.350000000000009,0.12073516472773495
4074,1337,102,1,257.56,0.15,526,7,18,2024-09-15,Online,10.0,Completed,Apparel,Men,16,197.45,257.56,197.45,60.110000000000014,0.23338251281254857
4075,1337,98,1,121.48,0.25,526,7,18,2024-09-15,Online,10.0,Completed,Apparel,Accessories,18,118.3,121.48,118.3,3.180000000000007,0.026177148501811052
4076,1338,177,4,216.43,0.2,210,8,26,2025-10-17,Mobile,15.0,Cancelled,Beauty,Fragrance,1,115.27,865.72,461.08,404.64000000000004,0.4674028554266969
4077,1339,27,2,87.9,0.2,864,9,37,2025-02-10,Store,2.0,Completed,Electronics,Laptops,1,60.66,175.8,121.32,54.48000000000002,0.3098976109215018
4078,1339,41,1,162.29,0.2,864,9,37,2025-02-10,Store,2.0,Completed,Home,Furniture,20,116.64,162.29,116.64,45.64999999999999,0.28128658574157367
4079,1340,124,1,43.77,0.05,720,2,27,2025-04-11,Store,,Cancelled,Sports,Outdoor,15,27.9,43.77,27.9,15.870000000000005,0.36257710760795075
4080,1340,68,4,164.39,0.1,720,2,27,2025-04-11,Store,,Cancelled,Home,Cleaning,20,84.22,657.56,336.88,320.67999999999995,0.4876817324654784
4081,1340,45,2,162.51,0.1,720,2,27,2025-04-11,Store,,Cancelled,Home,Kitchen,13,83.28,325.02,166.56,158.45999999999998,0.4875392283551781
4082,1340,92,1,121.64,0.05,720,2,27,2025-04-11,Store,,Cancelled,Apparel,Women,11,70.54,121.64,70.54,51.099999999999994,0.420092074975337
4083,1341,147,2,210.88,0.0,657,4,57,2024-01-29,Store,,Completed,Beauty,Fragrance,9,87.89,421.76,175.78,245.98,0.5832226858877086
4084,1341,98,2,153.88,0.05,657,4,57,2024-01-29,Store,,Completed,Apparel,Accessories,18,118.3,307.76,236.6,71.16,0.23121913179100598
4085,1341,87,4,90.7,0.1,657,4,57,2024-01-29,Store,,Completed,Apparel,Women,5,49.95,362.8,199.8,163.0,0.4492833517089305
4086,1341,106,4,263.41,0.0,657,4,57,2024-01-29,Store,,Completed,Apparel,Accessories,10,141.36,1053.64,565.44,488.20000000000005,0.4633461144223834
4087,1342,18,4,96.91,0.25,1052,8,69,2024-10-19,Store,3.0,Completed,Electronics,Monitors,12,57.17,387.64,228.68,158.95999999999998,0.41007120008255077
4088,1342,132,4,140.89,0.25,1052,8,69,2024-10-19,Store,3.0,Completed,Sports,Team Sports,13,138.84,563.56,555.36,8.199999999999932,0.014550358435658906
4089,1343,179,4,84.41,0.25,829,12,11,2024-05-22,Mobile,13.0,Cancelled,Beauty,Haircare,14,58.77,337.64,235.08,102.55999999999997,0.3037554792086245
4090,1343,17,1,75.07,0.2,829,12,11,2024-05-22,Mobile,13.0,Cancelled,Electronics,Audio,6,58.83,75.07,58.83,16.239999999999995,0.21633142400426264
4091,1343,123,1,109.54,0.30000000000000004,829,12,11,2024-05-22,Mobile,13.0,Cancelled,Sports,Fitness,10,74.45,109.54,74.45,35.09,0.32033960197188244
4092,1343,112,4,205.27,0.2,829,12,11,2024-05-22,Mobile,13.0,Cancelled,Sports,Team Sports,1,118.49,821.08,473.96,347.12000000000006,0.42276026696546015
4093,1343,177,3,189.38,0.30000000000000004,829,12,11,2024-05-22,Mobile,13.0,Cancelled,Beauty,Fragrance,1,115.27,568.14,345.81,222.32999999999998,0.3913296018586968
4094,1344,46,2,45.16,0.2,783,12,58,2025-10-29,Store,15.0,Completed,Home,Kitchen,1,37.49,90.32,74.98,15.33999999999999,0.16984056687333912
4095,1344,4,2,162.69,0.2,783,12,58,2025-10-29,Store,15.0,Completed,Electronics,Monitors,10,149.53,325.38,299.06,26.319999999999993,0.08089003626528979
4096,1344,171,1,118.68,0.2,783,12,58,2025-10-29,Store,15.0,Completed,Beauty,Haircare,6,94.0,118.68,94.0,24.680000000000007,0.20795416245365694
4097,1345,26,1,330.41,0.05,518,1,22,2024-07-24,Store,12.0,Completed,Electronics,Laptops,3,152.27,330.41,152.27,178.14000000000001,0.5391483308616567
4098,1345,110,4,101.84,0.05,518,1,22,2024-07-24,Store,12.0,Completed,Sports,Outdoor,4,58.15,407.36,232.6,174.76000000000002,0.42900628436763555
4099,1345,54,4,143.53,0.15000000000000002,518,1,22,2024-07-24,Store,12.0,Completed,Home,Kitchen,17,111.59,574.12,446.36,127.75999999999999,0.22253187486936526
4100,1346,158,2,87.88,0.25,378,7,55,2025-09-10,Store,14.0,Completed,Beauty,Skincare,7,70.29,175.76,140.58,35.17999999999998,0.2001593081474737
4101,1346,30,3,113.6,0.3,378,7,55,2025-09-10,Store,14.0,Completed,Electronics,Laptops,13,99.95,340.79999999999995,299.85,40.94999999999993,0.12015845070422516
4102,1346,28,4,305.98,0.25,378,7,55,2025-09-10,Store,14.0,Completed,Electronics,Monitors,16,180.84,1223.92,723.36,500.56000000000006,0.40898097914896403
4103,1347,104,3,253.95,0.1,1183,3,82,2025-01-11,Online,16.0,Completed,Apparel,Footwear,10,121.75,761.8499999999999,365.25,396.5999999999999,0.5205749163221106
4104,1347,42,1,195.38,0.1,1183,3,82,2025-01-11,Online,16.0,Completed,Home,Furniture,4,125.58,195.38,125.58,69.8,0.35725253352441394
4105,1347,116,3,338.27,0.15000000000000002,1183,3,82,2025-01-11,Online,16.0,Completed,Sports,Outdoor,16,181.4,1014.81,544.2,470.6099999999999,0.4637419812575752
4106,1347,6,1,44.69,0.2,1183,3,82,2025-01-11,Online,16.0,Completed,Electronics,Monitors,4,38.57,44.69,38.57,6.119999999999997,0.13694338778250162
4107,1347,129,2,147.7,0.2,1183,3,82,2025-01-11,Online,16.0,Completed,Sports,Cycling,18,82.86,295.4,165.72,129.67999999999998,0.43899796885578873
4108,1348,24,4,419.37,0.0,383,12,43,2024-01-20,Mobile,,Completed,Electronics,Accessories,6,183.01,1677.48,732.04,945.44,0.563607315735508
4109,1348,75,2,236.22,0.0,383,12,43,2024-01-20,Mobile,,Completed,Apparel,Women,1,132.61,472.44,265.22,207.21999999999997,0.4386165438997544
4110,1349,54,1,151.97,0.1,1131,8,75,2025-07-02,Online,,Completed,Home,Kitchen,17,111.59,151.97,111.59,40.379999999999995,0.265710337566625
4111,1349,159,2,304.09,0.1,1131,8,75,2025-07-02,Online,,Completed,Beauty,Haircare,21,178.95,608.18,357.9,250.27999999999997,0.41152290440330164
4112,1350,101,4,312.5,0.2,652,1,22,2024-05-23,Store,5.0,Completed,Apparel,Men,20,193.88,1250.0,775.52,474.48,0.37958400000000003
4113,1350,105,3,156.67,0.2,652,1,22,2024-05-23,Store,5.0,Completed,Apparel,Men,14,103.89,470.01,311.67,158.33999999999997,0.3368864492244845
4114,1350,84,3,242.82,0.2,652,1,22,2024-05-23,Store,5.0,Completed,Apparel,Footwear,14,172.24,728.46,516.72,211.74,0.2906679845152788
4115,1351,77,1,420.05,0.15,1161,2,72,2025-02-24,Store,10.0,Completed,Apparel,Footwear,19,217.73,420.05,217.73,202.32000000000002,0.4816569456017141
4116,1351,161,1,216.55,0.15,1161,2,72,2025-02-24,Store,10.0,Completed,Beauty,Personal Care,21,159.55,216.55,159.55,57.0,0.26321865619949203
4117,1351,44,3,238.16,0.15,1161,2,72,2025-02-24,Store,10.0,Completed,Home,Kitchen,4,203.69,714.48,611.0699999999999,103.41000000000008,0.14473463218004715
4118,1351,15,4,188.5,0.25,1161,2,72,2025-02-24,Store,10.0,Completed,Electronics,Laptops,19,192.14,754.0,768.56,-14.559999999999945,-0.019310344827586135
4119,1351,69,4,43.79,0.2,1161,2,72,2025-02-24,Store,10.0,Completed,Home,Furniture,6,24.05,175.16,96.2,78.96,0.45078785110755876
4120,1352,126,4,39.72,0.3,539,4,89,2024-10-01,Mobile,14.0,Cancelled,Sports,Cycling,3,32.03,158.88,128.12,30.75999999999999,0.19360523665659612
4121,1352,67,3,262.45,0.25,539,4,89,2024-10-01,Mobile,14.0,Cancelled,Home,Cleaning,9,196.8,787.3499999999999,590.4000000000001,196.94999999999982,0.2501428843589253
4122,1352,92,2,96.03,0.25,539,4,89,2024-10-01,Mobile,14.0,Cancelled,Apparel,Women,11,70.54,192.06,141.08,50.97999999999999,0.26543788399458496
4123,1352,34,1,270.64,0.35,539,4,89,2024-10-01,Mobile,14.0,Cancelled,Electronics,Laptops,24,202.07,270.64,202.07,68.57,0.2533624002364765
4124,1353,80,2,48.19,0.1,916,12,11,2024-06-20,Store,16.0,Completed,Apparel,Footwear,13,39.56,96.38,79.12,17.25999999999999,0.17908279726084242
4125,1353,107,4,150.13,0.1,916,12,11,2024-06-20,Store,16.0,Completed,Apparel,Men,5,73.88,600.52,295.52,305.0,0.507893159261973
4126,1354,43,3,274.22,0.15000000000000002,1037,6,17,2025-01-07,Online,4.0,Completed,Home,Decor,22,201.86,822.6600000000001,605.58,217.08000000000004,0.2638757202246372
4127,1355,74,4,319.9,0.0,795,11,7,2024-08-15,Online,,Completed,Apparel,Men,4,211.48,1279.6,845.92,433.67999999999995,0.33891841200375117
4128,1355,38,2,262.9,0.0,795,11,7,2024-08-15,Online,,Completed,Home,Decor,17,167.39,525.8,334.78,191.01999999999998,0.3632940281475846
4129,1356,78,3,241.02,0.30000000000000004,599,1,22,2025-07-16,Mobile,18.0,Completed,Apparel,Men,21,157.87,723.0600000000001,473.61,249.45000000000005,0.34499211683677705
4130,1356,56,2,159.86,0.25,599,1,22,2025-07-16,Mobile,18.0,Completed,Home,Cleaning,8,93.63,319.72,187.26,132.46000000000004,0.41430001251094717
4131,1356,124,4,36.86,0.2,599,1,22,2025-07-16,Mobile,18.0,Completed,Sports,Outdoor,15,27.9,147.44,111.6,35.84,0.24308193163320677
4132,1357,25,1,20.98,0.1,271,9,37,2024-08-17,Mobile,,Completed,Electronics,Monitors,22,15.56,20.98,15.56,5.42,0.2583412774070543
4133,1357,2,3,117.82,0.05,271,9,37,2024-08-17,Mobile,,Completed,Electronics,Monitors,11,99.04,353.46,297.12,56.339999999999975,0.15939568833814285
4134,1358,79,1,53.58,0.25,632,9,33,2024-07-07,Mobile,9.0,Completed,Apparel,Women,13,38.19,53.58,38.19,15.39,0.2872340425531915
4135,1358,61,1,194.35,0.25,632,9,33,2024-07-07,Mobile,9.0,Completed,Home,Cleaning,22,177.23,194.35,177.23,17.120000000000005,0.08808850012863394
4136,1358,179,4,95.67,0.15,632,9,33,2024-07-07,Mobile,9.0,Completed,Beauty,Haircare,14,58.77,382.68,235.08,147.6,0.3857008466603951
4137,1358,162,4,83.78,0.15,632,9,33,2024-07-07,Mobile,9.0,Completed,Beauty,Haircare,10,49.81,335.12,199.24,135.88,0.4054666984960611
4138,1359,177,1,270.54,0.0,291,9,37,2024-08-24,Online,,Completed,Beauty,Fragrance,1,115.27,270.54,115.27,155.27000000000004,0.5739262216308125
4139,1359,152,4,70.3,0.0,291,9,37,2024-08-24,Online,,Completed,Beauty,Skincare,13,37.86,281.2,151.44,129.76,0.4614509246088193
4140,1360,54,3,126.65,0.25,997,12,58,2025-10-08,Store,11.0,Completed,Home,Kitchen,17,111.59,379.95000000000005,334.77,45.180000000000064,0.11891038294512452
4141,1360,7,2,163.2,0.35,997,12,58,2025-10-08,Store,11.0,Completed,Electronics,Accessories,8,143.54,326.4,287.08,39.31999999999999,0.12046568627450979
4142,1360,43,4,225.83,0.3,997,12,58,2025-10-08,Store,11.0,Completed,Home,Decor,22,201.86,903.32,807.44,95.88,0.10614178807067262
4143,1360,17,3,61.0,0.35,997,12,58,2025-10-08,Store,11.0,Completed,Electronics,Audio,6,58.83,183.0,176.49,6.509999999999991,0.03557377049180323
4144,1361,46,4,50.81,0.1,748,10,66,2025-10-27,Store,7.0,Cancelled,Home,Kitchen,1,37.49,203.24,149.96,53.28,0.2621531194646723
4145,1361,101,3,351.56,0.1,748,10,66,2025-10-27,Store,7.0,Cancelled,Apparel,Men,20,193.88,1054.68,581.64,473.0400000000001,0.44851518944134716
4146,1361,83,3,307.94,0.2,748,10,66,2025-10-27,Store,7.0,Cancelled,Apparel,Footwear,23,164.88,923.8199999999999,494.64,429.17999999999995,0.46457102032863545
4147,1362,115,4,302.7,0.3,404,8,26,2024-02-28,Store,3.0,Completed,Sports,Fitness,19,193.81,1210.8,775.24,435.55999999999995,0.3597291047241493
4148,1363,4,3,172.86,0.15000000000000002,750,10,90,2024-01-01,Store,16.0,Completed,Electronics,Monitors,10,149.53,518.58,448.59000000000003,69.99000000000001,0.1349647113270855
4149,1363,56,2,181.18,0.15000000000000002,750,10,90,2024-01-01,Store,16.0,Completed,Home,Cleaning,8,93.63,362.36,187.26,175.10000000000002,0.4832211060823491
4150,1363,44,1,252.17,0.1,750,10,90,2024-01-01,Store,16.0,Completed,Home,Kitchen,4,203.69,252.17,203.69,48.47999999999999,0.19225125907126142
4151,1363,36,1,58.19,0.1,750,10,90,2024-01-01,Store,16.0,Completed,Electronics,Audio,13,27.94,58.19,27.94,30.249999999999996,0.5198487712665406
4152,1363,124,3,41.46,0.1,750,10,90,2024-01-01,Store,16.0,Completed,Sports,Outdoor,15,27.9,124.38,83.69999999999999,40.68000000000001,0.32706222865412454
4153,1364,125,1,39.57,0.1,304,1,76,2025-07-21,Store,,Completed,Sports,Outdoor,7,20.78,39.57,20.78,18.79,0.47485468789486984
4154,1364,123,4,148.66,0.05,304,1,76,2025-07-21,Store,,Completed,Sports,Fitness,10,74.45,594.64,297.8,296.84,0.4991927889143011
4155,1364,59,4,276.72,0.0,304,1,76,2025-07-21,Store,,Completed,Home,Kitchen,9,190.61,1106.88,762.44,344.44000000000005,0.3111809771610292
4156,1364,65,2,455.5,0.0,304,1,76,2025-07-21,Store,,Completed,Home,Decor,5,212.45,911.0,424.9,486.1,0.5335894621295281
4157,1365,16,4,112.58,0.15,7,8,29,2024-05-21,Online,6.0,Completed,Electronics,Monitors,3,59.97,450.32,239.88,210.44,0.4673121335938888
4158,1365,25,4,19.81,0.15,7,8,29,2024-05-21,Online,6.0,Completed,Electronics,Monitors,22,15.56,79.24,62.24,16.999999999999993,0.21453811206461376
4159,1365,52,4,59.32,0.25,7,8,29,2024-05-21,Online,6.0,Completed,Home,Decor,10,45.13,237.28,180.52,56.75999999999999,0.23921105866486847
4160,1366,64,1,176.15,0.25,835,4,6,2025-10-31,Online,14.0,Cancelled,Home,Decor,22,127.45,176.15,127.45,48.7,0.2764689185353392
4161,1366,68,1,136.99,0.25,835,4,6,2025-10-31,Online,14.0,Cancelled,Home,Cleaning,20,84.22,136.99,84.22,52.77000000000001,0.38521059931381857
4162,1367,81,2,256.28,0.25,931,4,89,2024-04-16,Online,9.0,Completed,Apparel,Accessories,7,179.68,512.56,359.36,153.19999999999993,0.2988918370532229
4163,1367,129,3,156.94,0.15,931,4,89,2024-04-16,Online,9.0,Completed,Sports,Cycling,18,82.86,470.82,248.57999999999998,222.24,0.47202752644322676
4164,1367,50,2,20.58,0.15,931,4,89,2024-04-16,Online,9.0,Completed,Home,Cleaning,20,17.56,41.16,35.12,6.039999999999999,0.14674441205053448
4165,1367,166,2,180.56,0.25,931,4,89,2024-04-16,Online,9.0,Completed,Beauty,Personal Care,2,105.96,361.12,211.92,149.20000000000002,0.4131590607000443
4166,1368,20,1,91.62,0.35,1122,6,54,2024-09-27,Online,3.0,Completed,Electronics,Audio,23,110.42,91.62,110.42,-18.799999999999997,-0.20519537218947823
4167,1369,70,4,318.48,0.1,671,2,12,2024-05-21,Store,5.0,Cancelled,Home,Decor,11,190.94,1273.92,763.76,510.1600000000001,0.40046470735995987
4168,1369,78,2,309.89,0.1,671,2,12,2024-05-21,Store,5.0,Cancelled,Apparel,Men,21,157.87,619.78,315.74,304.03999999999996,0.490561166865662
4169,1369,87,1,90.7,0.1,671,2,12,2024-05-21,Store,5.0,Cancelled,Apparel,Women,5,49.95,90.7,49.95,40.75,0.4492833517089305
4170,1370,153,3,46.04,0.2,1045,8,14,2024-07-14,Online,13.0,Completed,Beauty,Fragrance,3,35.45,138.12,106.35000000000001,31.769999999999996,0.23001737619461335
