customer_id,customer_name,segment,city,state,signup_date,acquisition_channel
425,Customer 0425,Small Business,Springfield,MA,2025-06-22,Email
426,Customer 0426,Consumer,Stamford,CT,2025-01-31,Email
427,Customer 0427,Consumer,Pittsburgh,PA,2025-02-16,Search
428,Customer 0428,Consumer,Edison,NJ,2023-01-26,Search
429,Customer 0429,Consumer,Buffalo,NY,2024-03-27,Direct
430,Customer 0430,Small Business,Allentown,PA,2023-10-14,Email
431,Customer 0431,Consumer,Hartford,CT,2023-06-03,Referral
432,Customer 0432,Consumer,Philadelphia,PA,2025-09-04,Referral
433,Customer 0433,Small Business,Jersey City,NJ,2024-03-29,Search
434,Customer 0434,Consumer,New Haven,CT,2023-10-24,Search
435,Customer 0435,Consumer,Pittsburgh,PA,2025-04-23,Email
436,Customer 0436,Consumer,Allentown,PA,2024-08-30,Search
437,Customer 0437,Consumer,Pittsburgh,PA,2023-08-12,Social
438,Customer 0438,Consumer,Buffalo,NY,2025-11-17,Search
439,Customer 0439,Consumer,Worcester,MA,2024-08-09,Search
440,Customer 0440,Corporate,Pittsburgh,PA,2024-06-19,Search
441,Customer 0441,Consumer,Albany,NY,2024-08-15,Search
442,Customer 0442,Corporate,Rochester,NY,2023-10-23,Email
443,Customer 0443,Consumer,New Haven,CT,2024-11-29,Social
444,Customer 0444,Consumer,Rochester,NY,2024-01-16,Email
445,Customer 0445,Consumer,Hartford,CT,2024-07-20,Search
446,Customer 0446,Consumer,Edison,NJ,2024-04-16,Search
447,Customer 0447,Small Business,Boston,MA,2023-06-29,Social
448,Customer 0448,Consumer,Philadelphia,PA,2024-02-26,Search
449,Customer 0449,Consumer,Worcester,MA,2024-02-19,Direct
450,Customer 0450,Consumer,New Haven,CT,2023-04-24,Referral
451,Customer 0451,Consumer,Pittsburgh,PA,2025-10-06,Social
452,Customer 0452,Consumer,Hartford,CT,2024-06-29,Direct
453,Customer 0453,Consumer,Philadelphia,PA,2023-12-01,Direct
454,Customer 0454,Consumer,Boston,MA,2024-12-30,Social
455,Customer 0455,Consumer,Boston,MA,2023-09-05,Search
456,Customer 0456,Consumer,Allentown,PA,2025-02-20,Email
457,Customer 0457,Consumer,Philadelphia,PA,2025-10-10,Email
458,Customer 0458,Consumer,Springfield,MA,2023-10-03,Email
459,Customer 0459,Consumer,Edison,NJ,2024-01-09,Referral
460,Customer 0460,Consumer,Allentown,PA,2023-03-03,Search
461,Customer 0461,Consumer,Philadelphia,PA,2025-08-08,Social
462,Customer 0462,Consumer,Rochester,NY,2023-07-12,Email
463,Customer 0463,Consumer,Philadelphia,PA,2025-08-10,Direct
464,Customer 0464,Consumer,Philadelphia,PA,2023-09-07,Search
465,Customer 0465,Small Business,Springfield,MA,2024-04-10,Search
466,Customer 0466,Consumer,Worcester,MA,2025-03-23,Email
467,Customer 0467,Consumer,New Haven,CT,2025-05-11,Direct
468,Customer 0468,Corporate,Boston,MA,2025-03-21,Email
469,Customer 0469,Consumer,Pittsburgh,PA,2025-03-31,Referral
470,Customer 0470,Small Business,New Haven,CT,2024-10-18,Direct
471,Customer 0471,Consumer,Rochester,NY,2025-11-25,Referral
472,Customer 0472,Consumer,Jersey City,NJ,2023-01-24,Direct
473,Customer 0473,Consumer,Newark,NJ,2024-10-26,Direct
474,Customer 0474,Consumer,Buffalo,NY,2023-10-13,Social
475,Customer 0475,Small Business,New Haven,CT,2023-04-06,Email
476,Customer 0476,Consumer,Rochester,NY,2024-07-13,Email
477,Customer 0477,Consumer,Boston,MA,2024-05-28,Email
478,Customer 0478,Consumer,Hartford,CT,2023-03-22,Referral
479,Customer 0479,Consumer,Allentown,PA,2023-12-08,Direct
480,Customer 0480,Consumer,Worcester,MA,2023-06-23,Direct
481,Customer 0481,Consumer,Jersey City,NJ,2023-09-11,Referral
482,Customer 0482,Consumer,New Haven,CT,2024-08-13,Email
483,Customer 0483,Consumer,Worcester,MA,2025-07-19,Direct
484,Customer 0484,Consumer,Edison,NJ,2025-03-02,Referral
485,Customer 0485,Consumer,New Haven,CT,2024-09-13,Social
486,Customer 0486,Consumer,Philadelphia,PA,2024-05-11,Search
487,Customer 0487,Corporate,Springfield,MA,2025-02-23,Social
488,Customer 0488,Small Business,Rochester,NY,2023-11-29,Search
489,Customer 0489,Consumer,Allentown,PA,2024-10-28,Referral
490,Customer 0490,Small Business,Jersey City,NJ,2023-04-27,Search
491,Customer 0491,Consumer,Boston,MA,2024-12-13,Email
492,Customer 0492,Consumer,Worcester,MA,2025-06-19,Email
493,Customer 0493,Consumer,Boston,MA,2023-11-13,Referral
494,Customer 0494,Consumer,Edison,NJ,2024-02-19,Referral
495,Customer 0495,Consumer,Boston,MA,2025-08-31,Search
496,Customer 0496,Consumer,Hartford,CT,2023-01-09,Direct
497,Customer 0497,Consumer,Boston,MA,2025-10-16,Direct
498,Customer 0498,Small Business,Jersey City,NJ,2024-07-26,Direct
499,Customer 0499,Consumer,Albany,NY,2025-07-15,Referral
500,Customer 0500,Consumer,Pittsburgh,PA,2024-12-23,Direct
501,Customer 0501,Consumer,Worcester,MA,2024-10-21,Social
502,Customer 0502,Consumer,Stamford,CT,2024-09-06,Referral
503,Customer 0503,Consumer,Jersey City,NJ,2025-02-11,Email
504,Customer 0504,Corporate,Pittsburgh,PA,2024-05-11,Search
505,Customer 0505,Consumer,Hartford,CT,2023-02-22,Direct
506,Customer 0506,Small Business,Stamford,CT,2026-01-03,Direct
507,Customer 0507,Small Business,Worcester,MA,2025-11-25,Social
508,Customer 0508,Consumer,Stamford,CT,2025-01-02,Referral
509,Customer 0509,Consumer,Hartford,CT,2023-05-20,Email
510,Customer 0510,Consumer,Stamford,CT,2025-10-22,Direct
511,Customer 0511,Corporate,Boston,MA,2024-01-21,Social
512,Customer 0512,Consumer,Stamford,CT,2024-12-04,Email
513,Customer 0513,Consumer,Jersey City,NJ,2024-10-13,Email
514,Customer 0514,Consumer,Allentown,PA,2023-12-26,Referral
515,Customer 0515,Consumer,Allentown,PA,2025-05-11,Direct
516,Customer 0516,Consumer,Allentown,PA,2024-03-01,Search
517,Customer 0517,Consumer,Hartford,CT,2023-05-04,Direct
518,Customer 0518,Consumer,Rochester,NY,2023-03-28,Email
519,Customer 0519,Small Business,Rochester,NY,2023-01-09,Social
520,Customer 0520,Consumer,New York,NY,2023-03-02,Social
521,Customer 0521,Small Business,Springfield,MA,2024-06-28,Direct
522,Customer 0522,Consumer,Boston,MA,2024-02-11,Email
523,Customer 0523,Small Business,Newark,NJ,2025-11-27,Email
524,Customer 0524,Consumer,New York,NY,2023-06-05,Direct
525,Customer 0525,Small Business,Stamford,CT,2025-05-31,Email
526,Customer 0526,Consumer,Rochester,NY,2023-10-22,Referral
527,Customer 0527,Consumer,Philadelphia,PA,2023-03-09,Email
528,Customer 0528,Consumer,Boston,MA,2024-12-15,Direct
529,Customer 0529,Consumer,Hartford,CT,2023-04-22,Social
530,Customer 0530,Consumer,Boston,MA,2025-06-19,Search
531,Customer 0531,Consumer,Newark,NJ,2023-04-01,Direct
532,Customer 0532,Small Business,Jersey City,NJ,2023-01-13,Social
533,Customer 0533,Corporate,Pittsburgh,PA,2024-05-31,Social
534,Customer 0534,Consumer,Buffalo,NY,2025-03-09,Direct
535,Customer 0535,Consumer,Jersey City,NJ,2024-09-25,Social
536,Customer 0536,Consumer,Buffalo,NY,2023-06-29,Referral
537,Customer 0537,Corporate,Hartford,CT,2023-01-16,Referral
538,Customer 0538,Consumer,New Haven,CT,2025-01-13,Direct
539,Customer 0539,Consumer,Stamford,CT,2025-04-05,Email
540,Customer 0540,Consumer,Stamford,CT,2024-05-16,Social
541,Customer 0541,Consumer,Pittsburgh,PA,2024-04-30,Referral
542,Customer 0542,Consumer,Rochester,NY,2023-11-16,Search
543,Customer 0543,Consumer,Buffalo,NY,2024-07-06,Search
544,Customer 0544,Small Business,Worcester,MA,2025-08-14,Search
545,Customer 0545,Consumer,Jersey City,NJ,2024-12-23,Social
546,Customer 0546,Consumer,New Haven,CT,2024-03-02,Social
547,Customer 0547,Small Business,Boston,MA,2024-04-10,Search
548,Customer 0548,Consumer,Allentown,PA,2025-06-20,Referral
549,Customer 0549,Consumer,Boston,MA,2025-04-07,Search
550,Customer 0550,Consumer,Newark,NJ,2025-11-16,Referral
551,Customer 0551,Consumer,Hartford,CT,2023-10-25,Social
552,Customer 0552,Consumer,Buffalo,NY,2024-04-19,Email
553,Customer 0553,Small Business,Rochester,NY,2025-10-21,Search
554,Customer 0554,Consumer,Rochester,NY,2023-06-30,Search
555,Customer 0555,Consumer,Stamford,CT,2024-12-29,Social
556,Customer 0556,Consumer,Jersey City,NJ,2023-12-28,Referral
557,Customer 0557,Consumer,Hartford,CT,2025-08-05,Social
558,Customer 0558,Consumer,Allentown,PA,2023-07-20,Email
559,Customer 0559,Consumer,Allentown,PA,2024-03-24,Email
560,Customer 0560,Consumer,Hartford,CT,2023-11-28,Referral
561,Customer 0561,Consumer,Jersey City,NJ,2023-03-22,Search
562,Customer 0562,Consumer,Boston,MA,2025-10-16,Referral
563,Customer 0563,Corporate,New Haven,CT,2024-12-15,Email
564,Customer 0564,Corporate,Philadelphia,PA,2023-04-07,Email
565,Customer 0565,Small Business,Rochester,NY,2024-03-06,Referral
566,Customer 0566,Corporate,Albany,NY,2025-03-17,Direct
567,Customer 0567,Consumer,Jersey City,NJ,2025-12-15,Social
568,Customer 0568,Small Business,Stamford,CT,2025-10-27,Social
569,Customer 0569,Consumer,Boston,MA,2024-02-26,Direct
570,Customer 0570,Consumer,Jersey City,NJ,2024-01-23,Direct
571,Customer 0571,Corporate,Philadelphia,PA,2023-12-02,Search
572,Customer 0572,Corporate,Worcester,MA,2024-05-26,Search
573,Customer 0573,Consumer,Pittsburgh,PA,2025-04-23,Referral
574,Customer 0574,Consumer,Newark,NJ,2025-09-23,Search
575,Customer 0575,Consumer,Newark,NJ,2025-11-21,Search
576,Customer 0576,Consumer,Allentown,PA,2024-09-05,Search
577,Customer 0577,Consumer,Springfield,MA,2024-05-08,Email
578,Customer 0578,Consumer,Worcester,MA,2023-12-13,Search
579,Customer 0579,Small Business,Worcester,MA,2025-04-11,Email
580,Customer 0580,Consumer,Philadelphia,PA,2025-01-08,Email
581,Customer 0581,Consumer,Rochester,NY,2024-09-14,Referral
582,Customer 0582,Consumer,Hartford,CT,2023-11-27,Social
583,Customer 0583,Consumer,Worcester,MA,2024-08-15,Email
584,Customer 0584,Corporate,New York,NY,2025-08-17,Social
585,Customer 0585,Consumer,Rochester,NY,2024-06-25,Social
586,Customer 0586,Small Business,Stamford,CT,2024-01-24,Referral
587,Customer 0587,Consumer,Rochester,NY,2023-07-06,Direct
588,Customer 0588,Consumer,Allentown,PA,2024-05-18,Email
589,Customer 0589,Consumer,Albany,NY,2023-10-25,Search
590,Customer 0590,Consumer,Springfield,MA,2023-12-12,Referral
591,Customer 0591,Consumer,Worcester,MA,2025-02-15,Referral
592,Customer 0592,Consumer,Philadelphia,PA,2025-01-24,Referral
593,Customer 0593,Consumer,Philadelphia,PA,2023-04-29,Direct
594,Customer 0594,Consumer,Hartford,CT,2024-03-19,Social
595,Customer 0595,Consumer,Jersey City,NJ,2023-06-14,Search
596,Customer 0596,Consumer,Newark,NJ,2025-06-26,Social
597,Customer 0597,Consumer,New York,NY,2025-06-19,Search
598,Customer 0598,Small Business,Philadelphia,PA,2023-03-07,Direct
599,Customer 0599,Consumer,Hartford,CT,2024-08-03,Email
600,Customer 0600,Small Business,Springfield,MA,2025-05-12,Email
601,Customer 0601,Small Business,Hartford,CT,2023-12-28,Search
602,Customer 0602,Consumer,Stamford,CT,2023-01-09,Direct
603,Customer 0603,Consumer,Allentown,PA,2024-02-05,Direct
604,Customer 0604,Consumer,Allentown,PA,2025-08-01,Direct
605,Customer 0605,Small Business,Jersey City,NJ,2023-06-16,Email
606,Customer 0606,Consumer,Allentown,PA,2024-08-31,Social
607,Customer 0607,Consumer,Pittsburgh,PA,2023-10-08,Referral
608,Customer 0608,Small Business,Springfield,MA,2023-02-27,Search
609,Customer 0609,Consumer,New Haven,CT,2023-06-24,Direct
610,Customer 0610,Consumer,Allentown,PA,2025-05-02,Search
611,Customer 0611,Consumer,Worcester,MA,2025-03-22,Search
612,Customer 0612,Consumer,Newark,NJ,2023-08-18,Referral
613,Customer 0613,Consumer,Buffalo,NY,2025-12-23,Social
614,Customer 0614,Consumer,Edison,NJ,2025-07-27,Direct
615,Customer 0615,Consumer,New York,NY,2025-04-15,Social
616,Customer 0616,Consumer,Edison,NJ,2025-11-04,Email
617,Customer 0617,Small Business,Boston,MA,2025-07-31,Social
618,Customer 0618,Consumer,Boston,MA,2024-01-28,Email
619,Customer 0619,Consumer,Jersey City,NJ,2023-04-28,Email
620,Customer 0620,Consumer,Philadelphia,PA,2023-02-01,Search
621,Customer 0621,Consumer,Stamford,CT,2023-09-04,Social
622,Customer 0622,Small Business,Buffalo,NY,2023-08-23,Referral
623,Customer 0623,Small Business,Jersey City,NJ,2024-11-30,Email
624,Customer 0624,Consumer,Philadelphia,PA,2024-05-05,Direct
625,Customer 0625,Consumer,Allentown,PA,2025-09-28,Direct
626,Customer 0626,Consumer,Philadelphia,PA,2024-12-29,Direct
627,Customer 0627,Consumer,New York,NY,2024-05-11,Search
628,Customer 0628,Consumer,Hartford,CT,2025-06-19,Email
629,Customer 0629,Small Business,Hartford,CT,2023-06-01,Search
630,Customer 0630,Small Business,Edison,NJ,2024-08-16,Social
631,Customer 0631,Consumer,Edison,NJ,2024-05-27,Referral
632,Customer 0632,Consumer,Hartford,CT,2023-02-20,Search
633,Customer 0633,Small Business,New Haven,CT,2025-09-18,Email
634,Customer 0634,Small Business,Buffalo,NY,2025-03-14,Search
635,Customer 0635,Small Business,Stamford,CT,2024-04-14,Direct
636,Customer 0636,Consumer,Boston,MA,2025-01-09,Search
637,Customer 0637,Consumer,Philadelphia,PA,2023-03-31,Referral
638,Customer 0638,Consumer,Stamford,CT,2025-08-17,Referral
639,Customer 0639,Consumer,Philadelphia,PA,2024-11-18,Referral
640,Customer 0640,Consumer,Newark,NJ,2024-05-24,Direct
641,Customer 0641,Consumer,Buffalo,NY,2023-10-22,Referral
642,Customer 0642,Consumer,Rochester,NY,2024-12-31,Direct
643,Customer 0643,Small Business,Boston,MA,2023-03-11,Email
644,Customer 0644,Consumer,Jersey City,NJ,2023-07-22,Referral
645,Customer 0645,Consumer,Newark,NJ,2023-05-28,Referral
646,Customer 0646,Consumer,Allentown,PA,2024-05-17,Direct
647,Customer 0647,Consumer,Stamford,CT,2023-05-04,Referral
648,Customer 0648,Small Business,New Haven,CT,2025-01-22,Search
649,Customer 0649,Consumer,Philadelphia,PA,2023-10-05,Social
650,Customer 0650,Consumer,Stamford,CT,2025-03-22,Referral
651,Customer 0651,Consumer,Edison,NJ,2023-05-16,Referral
652,Customer 0652,Consumer,Allentown,PA,2024-11-28,Search
653,Customer 0653,Consumer,Boston,MA,2024-01-02,Referral
654,Customer 0654,Small Business,Stamford,CT,2025-05-27,Email
655,Customer 0655,Consumer,Stamford,CT,2023-12-25,Referral
656,Customer 0656,Consumer,Boston,MA,2023-12-04,Search
657,Customer 0657,Consumer,Buffalo,NY,2023-04-08,Search
658,Customer 0658,Consumer,Worcester,MA,2025-10-24,Search
659,Customer 0659,Corporate,Edison,NJ,2023-04-27,Direct
660,Customer 0660,Small Business,New York,NY,2023-05-31,Direct
661,Customer 0661,Consumer,Allentown,PA,2023-10-07,Referral
662,Customer 0662,Consumer,Springfield,MA,2023-01-31,Email
663,Customer 0663,Small Business,Jersey City,NJ,2024-10-31,Email
664,Customer 0664,Consumer,Stamford,CT,2024-11-22,Social
665,Customer 0665,Small Business,New York,NY,2024-11-16,Direct
666,Customer 0666,Small Business,Stamford,CT,2025-08-06,Email
667,Customer 0667,Consumer,Allentown,PA,2024-10-03,Direct
668,Customer 0668,Consumer,Philadelphia,PA,2023-07-11,Search
669,Customer 0669,Consumer,Edison,NJ,2023-07-04,Referral
670,Customer 0670,Consumer,Stamford,CT,2023-11-11,Direct
671,Customer 0671,Small Business,Worcester,MA,2024-04-16,Referral
672,Customer 0672,Consumer,Hartford,CT,2024-09-25,Direct
673,Customer 0673,Consumer,New Haven,CT,2024-07-23,Direct
674,Customer 0674,Consumer,Philadelphia,PA,2024-06-01,Social
675,Customer 0675,Corporate,Rochester,NY,2023-11-05,Search
676,Customer 0676,Consumer,Hartford,CT,2023-02-27,Email
677,Customer 0677,Consumer,Buffalo,NY,2024-01-08,Direct
678,Customer 0678,Small Business,Allentown,PA,2023-11-02,Search
679,Customer 0679,Small Business,Boston,MA,2024-12-19,Search
680,Customer 0680,Consumer,Stamford,CT,2024-03-12,Referral
681,Customer 0681,Consumer,Stamford,CT,2024-03-10,Email
682,Customer 0682,Small Business,New York,NY,2023-05-15,Social
683,Customer 0683,Consumer,Philadelphia,PA,2024-04-12,Social
684,Customer 0684,Consumer,New Haven,CT,2024-04-03,Email
685,Customer 0685,Consumer,Allentown,PA,2025-06-07,Referral
686,Customer 0686,Consumer,Jersey City,NJ,2025-05-21,Referral
687,Customer 0687,Consumer,Hartford,CT,2023-11-17,Referral
688,Customer 0688,Consumer,Jersey City,NJ,2024-08-01,Email
689,Customer 0689,Consumer,Hartford,CT,2023-11-27,Direct
690,Customer 0690,Consumer,Worcester,MA,2024-03-10,Search
691,Customer 0691,Consumer,Philadelphia,PA,2025-06-18,Search
692,Customer 0692,Small Business,Allentown,PA,2023-02-20,Search
693,Customer 0693,Consumer,Buffalo,NY,2024-09-11,Referral
694,Customer 0694,Consumer,Buffalo,NY,2025-08-09,Email
695,Customer 0695,Small Business,Stamford,CT,2025-03-23,Email
696,Customer 0696,Small Business,Boston,MA,2024-02-17,Email
697,Customer 0697,Consumer,Buffalo,NY,2025-10-30,Direct
698,Customer 0698,Small Business,New Haven,CT,2023-08-03,Email
699,Customer 0699,Consumer,Philadelphia,PA,2023-08-14,Social
700,Customer 0700,Consumer,Edison,NJ,2025-05-27,Search
701,Customer 0701,Corporate,Boston,MA,2025-10-22,Direct
702,Customer 0702,Consumer,Pittsburgh,PA,2023-06-08,Search
703,Customer 0703,Consumer,Edison,NJ,2023-05-29,Search
704,Customer 0704,Consumer,Rochester,NY,2024-07-04,Email
705,Customer 0705,Consumer,Edison,NJ,2023-04-09,Direct
706,Customer 0706,Consumer,Pittsburgh,PA,2023-01-22,Email
707,Customer 0707,Consumer,New Haven,CT,2024-07-31,Social
708,Customer 0708,Consumer,Pittsburgh,PA,2025-05-14,Social
709,Customer 0709,Small Business,Hartford,CT,2025-03-03,Social
710,Customer 0710,Consumer,Edison,NJ,2023-01-11,Direct
711,Customer 0711,Corporate,Allentown,PA,2025-02-11,Search
712,Customer 0712,Small Business,New York,NY,2023-03-10,Email
713,Customer 0713,Consumer,New Haven,CT,2024-10-26,Social
714,Customer 0714,Consumer,Springfield,MA,2024-10-08,Direct
715,Customer 0715,Consumer,Albany,NY,2025-08-21,Direct
716,Customer 0716,Small Business,Worcester,MA,2024-04-25,Social
717,Customer 0717,Consumer,Allentown,PA,2023-05-12,Direct
718,Customer 0718,Consumer,Allentown,PA,2024-10-21,Direct
719,Customer 0719,Consumer,Edison,NJ,2024-06-26,Social
720,Customer 0720,Consumer,Allentown,PA,2025-09-03,Search
721,Customer 0721,Consumer,Rochester,NY,2025-12-09,Search
722,Customer 0722,Consumer,Philadelphia,PA,2023-12-19,Social
723,Customer 0723,Consumer,Edison,NJ,2023-03-30,Referral
724,Customer 0724,Consumer,Hartford,CT,2025-04-19,Referral
725,Customer 0725,Consumer,Hartford,CT,2025-01-17,Direct
726,Customer 0726,Consumer,Worcester,MA,2025-07-16,Referral
727,Customer 0727,Consumer,Stamford,CT,2025-07-02,Social
728,Customer 0728,Small Business,New Haven,CT,2023-12-24,Search
729,Customer 0729,Consumer,Buffalo,NY,2025-01-21,Search
730,Customer 0730,Consumer,Worcester,MA,2025-12-07,Social
731,Customer 0731,Consumer,Philadelphia,PA,2024-02-16,Referral
732,Customer 0732,Consumer,Buffalo,NY,2024-09-19,Referral
733,Customer 0733,Consumer,Pittsburgh,PA,2024-05-10,Social
734,Customer 0734,Consumer,Albany,NY,2023-07-01,Social
735,Customer 0735,Corporate,Allentown,PA,2025-01-31,Social
736,Customer 0736,Consumer,Stamford,CT,2023-03-27,Referral
737,Customer 0737,Consumer,Stamford,CT,2024-06-09,Social
738,Customer 0738,Corporate,Boston,MA,2024-01-28,Direct
739,Customer 0739,Consumer,Philadelphia,PA,2024-02-21,Email
740,Customer 0740,Consumer,Albany,NY,2025-02-16,Social
741,Customer 0741,Consumer,New Haven,CT,2023-02-22,Direct
742,Customer 0742,Consumer,Stamford,CT,2025-06-12,Social
743,Customer 0743,Consumer,Newark,NJ,2025-06-19,Search
744,Customer 0744,Small Business,Boston,MA,2024-04-20,Social
745,Customer 0745,Consumer,Boston,MA,2024-08-25,Social
746,Customer 0746,Consumer,Hartford,CT,2023-07-04,Email
747,Customer 0747,Consumer,Boston,MA,2023-07-28,Search
748,Customer 0748,Small Business,Worcester,MA,2023-04-23,Search
749,Customer 0749,Consumer,Pittsburgh,PA,2023-04-23,Social
750,Customer 0750,Small Business,Boston,MA,2025-04-13,Search
751,Customer 0751,Consumer,Pittsburgh,PA,2024-01-25,Email
752,Customer 0752,Consumer,Edison,NJ,2024-07-16,Email
753,Customer 0753,Consumer,Pittsburgh,PA,2024-06-06,Referral
754,Customer 0754,Small Business,Worcester,MA,2025-11-12,Email
755,Customer 0755,Small Business,Pittsburgh,PA,2024-05-23,Social
756,Customer 0756,Consumer,Worcester,MA,2024-09-16,Email
757,Customer 0757,Corporate,Edison,NJ,2025-02-04,Social
758,Customer 0758,Corporate,Boston,MA,2025-01-19,Referral
759,Customer 0759,Small Business,Jersey City,NJ,2023-04-15,Email
760,Customer 0760,Corporate,Boston,MA,2025-04-17,Referral
761,Customer 0761,Small Business,Rochester,NY,2024-03-25,Referral
762,Customer 0762,Small Business,Edison,NJ,2024-03-04,Direct
763,Customer 0763,Corporate,Worcester,MA,2025-04-11,Social
764,Customer 0764,Consumer,Newark,NJ,2023-04-29,Email
765,Customer 0765,Small Business,Buffalo,NY,2023-05-28,Social
766,Customer 0766,Consumer,Newark,NJ,2023-12-03,Referral
767,Customer 0767,Consumer,Edison,NJ,2023-11-22,Search
768,Customer 0768,Consumer,Boston,MA,2025-08-11,Email
769,Customer 0769,Consumer,Albany,NY,2024-04-03,Referral
770,Customer 0770,Consumer,New Haven,CT,2025-05-19,Email
771,Customer 0771,Small Business,Newark,NJ,2023-11-24,Referral
772,Customer 0772,Consumer,Edison,NJ,2024-10-14,Search
773,Customer 0773,Consumer,Pittsburgh,PA,2024-10-26,Search
774,Customer 0774,Consumer,Edison,NJ,2024-04-17,Email
775,Customer 0775,Consumer,Pittsburgh,PA,2023-11-16,Search
776,Customer 0776,Consumer,Springfield,MA,2023-07-11,Search
777,Customer 0777,Consumer,Jersey City,NJ,2024-11-13,Email
778,Customer 0778,Consumer,Rochester,NY,2023-09-08,Search
779,Customer 0779,Consumer,Springfield,MA,2023-05-30,Referral
780,Customer 0780,Consumer,Albany,NY,2023-07-10,Referral
781,Customer 0781,Consumer,Allentown,PA,2023-07-01,Social
782,Customer 0782,Consumer,Philadelphia,PA,2024-09-06,Direct
783,Customer 0783,Consumer,New York,NY,2024-12-06,Search
784,Customer 0784,Consumer,Philadelphia,PA,2023-12-19,Social
785,Customer 0785,Small Business,Hartford,CT,2024-11-05,Search
786,Customer 0786,Small Business,Rochester,NY,2023-05-23,Social
787,Customer 0787,Consumer,New York,NY,2023-11-27,Social
788,Customer 0788,Consumer,New York,NY,2023-03-23,Email
789,Customer 0789,Consumer,New Haven,CT,2023-09-28,Referral
790,Customer 0790,Consumer,Rochester,NY,2023-12-02,Email
791,Customer 0791,Consumer,Philadelphia,PA,2025-09-10,Referral
792,Customer 0792,Consumer,New York,NY,2024-05-03,Social
793,Customer 0793,Consumer,Allentown,PA,2023-08-29,Search
794,Customer 0794,Consumer,Edison,NJ,2026-01-01,Referral
795,Customer 0795,Consumer,Philadelphia,PA,2024-08-03,Search
796,Customer 0796,Consumer,Newark,NJ,2025-12-31,Email
797,Customer 0797,Consumer,New York,NY,2023-04-20,Direct
798,Customer 0798,Consumer,Edison,NJ,2024-04-14,Search
799,Customer 0799,Consumer,Jersey City,NJ,2023-03-05,Direct
800,Customer 0800,Consumer,Boston,MA,2024-08-20,Email
801,Customer 0801,Consumer,Buffalo,NY,2024-04-24,Direct
802,Customer 0802,Consumer,Buffalo,NY,2023-05-30,Email
803,Customer 0803,Small Business,Buffalo,NY,2023-12-24,Referral
804,Customer 0804,Consumer,Albany,NY,2024-01-10,Social
805,Customer 0805,Small Business,Hartford,CT,2023-06-30,Search
806,Customer 0806,Consumer,Springfield,MA,2023-12-09,Referral
807,Customer 0807,Corporate,Newark,NJ,2024-02-10,Referral
808,Customer 0808,Consumer,New York,NY,2025-09-09,Direct
809,Customer 0809,Consumer,Philadelphia,PA,2023-05-09,Email
810,Customer 0810,Consumer,Pittsburgh,PA,2023-07-09,Referral
811,Customer 0811,Consumer,Boston,MA,2025-10-05,Social
812,Customer 0812,Small Business,Jersey City,NJ,2024-09-12,Social
813,Customer 0813,Consumer,Boston,MA,2025-06-10,Direct
814,Customer 0814,Consumer,Allentown,PA,2025-12-24,Email
815,Customer 0815,Consumer,Rochester,NY,2024-04-20,Direct
816,Customer 0816,Small Business,New Haven,CT,2024-04-29,Direct
817,Customer 0817,Small Business,Albany,NY,2025-03-19,Referral
818,Customer 0818,Consumer,Stamford,CT,2023-06-28,Referral
819,Customer 0819,Consumer,Worcester,MA,2024-09-16,Social
820,Customer 0820,Small Business,Boston,MA,2023-08-15,Social
821,Customer 0821,Consumer,Stamford,CT,2024-09-05,Referral
822,Customer 0822,Consumer,Boston,MA,2023-06-20,Social
823,Customer 0823,Consumer,Boston,MA,2024-08-21,Referral
824,Customer 0824,Consumer,Edison,NJ,2025-06-24,Direct
825,Customer 0825,Consumer,Newark,NJ,2024-03-19,Email
826,Customer 0826,Consumer,Hartford,CT,2025-03-09,Search
827,Customer 0827,Consumer,Philadelphia,PA,2024-04-04,Direct
828,Customer 0828,Consumer,Stamford,CT,2025-10-20,Direct
829,Customer 0829,Consumer,Boston,MA,2023-11-29,Email
830,Customer 0830,Corporate,Buffalo,NY,2023-08-01,Social
831,Customer 0831,Small Business,Springfield,MA,2024-05-28,Email
832,Customer 0832,Consumer,Springfield,MA,2025-11-18,Search
833,Customer 0833,Consumer,Allentown,PA,2025-05-02,Direct
834,Customer 0834,Corporate,Pittsburgh,PA,2024-06-29,Referral
835,Customer 0835,Corporate,Allentown,PA,2025-02-08,Email
836,Customer 0836,Consumer,Stamford,CT,2025-01-14,Email
837,Customer 0837,Consumer,New York,NY,2025-02-11,Direct
838,Customer 0838,Consumer,Edison,NJ,2025-07-28,Referral
839,Customer 0839,Corporate,Hartford,CT,2023-01-15,Referral
840,Customer 0840,Consumer,Newark,NJ,2025-11-06,Social
841,Customer 0841,Consumer,Edison,NJ,2024-07-29,Search
842,Customer 0842,Consumer,Allentown,PA,2023-02-22,Social
843,Customer 0843,Corporate,Albany,NY,2025-10-06,Referral
844,Customer 0844,Small Business,Pittsburgh,PA,2023-11-28,Social
845,Customer 0845,Consumer,Rochester,NY,2023-10-14,Email
846,Customer 0846,Consumer,Jersey City,NJ,2025-12-02,Referral
847,Customer 0847,Small Business,Rochester,NY,2025-02-23,Referral
848,Customer 0848,Small Business,Jersey City,NJ,2024-09-25,Social
849,Customer 0849,Corporate,Edison,NJ,2024-10-19,Social
850,Customer 0850,Consumer,Rochester,NY,2025-01-10,Social
851,Customer 0851,Consumer,Stamford,CT,2023-08-19,Direct
