order_item_id,order_id,product_id,quantity,unit_price,discount_rate
4699,1542,74,4,319.9,0.0
4700,1543,115,2,367.57,0.15000000000000002
4701,1543,142,3,333.06,0.1
4702,1543,174,1,312.16,0.1
4703,1543,93,4,196.34,0.2
4704,1543,23,1,337.93,0.1
4705,1544,165,1,147.59,0.25
4706,1544,36,3,51.73,0.2
4707,1544,62,2,287.08,0.2
4708,1545,123,2,140.83,0.1
4709,1546,40,3,121.27,0.3
4710,1546,27,1,71.42,0.35
4711,1546,74,1,223.93,0.3
4712,1546,73,4,138.68,0.25
4713,1546,31,1,49.35,0.25
4714,1547,74,1,287.91,0.1
4715,1547,154,3,23.51,0.1
4716,1547,69,1,49.27,0.1
4717,1547,64,2,199.63,0.15000000000000002
4718,1547,155,4,243.42,0.1
4719,1548,179,4,106.92,0.05
4720,1549,66,2,83.57,0.3
4721,1549,175,3,75.8,0.35
4722,1549,36,3,42.03,0.35
4723,1549,130,1,97.92,0.35
4724,1549,143,4,96.16,0.35
4725,1550,15,3,251.33,0.0
4726,1551,163,3,347.3,0.05
4727,1551,136,4,243.13,0.1
4728,1551,108,2,274.49,0.05
4729,1552,118,2,271.06,0.2
4730,1552,45,4,144.46,0.2
4731,1552,136,3,189.1,0.30000000000000004
4732,1552,111,4,180.55,0.30000000000000004
4733,1552,153,1,40.28,0.30000000000000004
4734,1553,87,2,90.7,0.1
4735,1554,174,1,277.47,0.2
4736,1555,97,3,228.91,0.05
4737,1555,82,3,115.94,0.0
4738,1556,164,4,176.26,0.15
4739,1556,26,2,295.63,0.15
4740,1556,155,2,202.85,0.25
4741,1557,148,3,150.06,0.2
4742,1557,138,2,126.3,0.30000000000000004
4743,1557,30,3,129.83,0.2
4744,1558,106,3,210.73,0.2
4745,1558,12,4,170.76,0.30000000000000004
4746,1559,105,2,146.88,0.25
4747,1559,144,1,87.01,0.35
4748,1559,34,3,312.28,0.25
4749,1559,119,4,95.83,0.35
4750,1559,165,1,127.91,0.35
4751,1560,36,2,58.19,0.1
4752,1560,115,2,389.19,0.1
4753,1560,141,1,110.94,0.1
4754,1560,177,1,216.43,0.2
4755,1561,51,4,237.44,0.2
4756,1562,60,3,173.02,0.2
4757,1562,78,1,309.89,0.1
4758,1563,128,2,218.51,0.05
4759,1564,148,3,131.31,0.30000000000000004
4760,1564,114,1,23.95,0.30000000000000004
4761,1565,90,4,226.16,0.25
4762,1565,141,4,80.13,0.35
4763,1565,95,2,316.25,0.25
4764,1565,126,4,42.56,0.25
4765,1566,17,3,84.46,0.1
4766,1566,57,3,321.21,0.0
4767,1566,150,2,303.69,0.0
4768,1567,11,2,178.74,0.25
4769,1567,37,1,156.76,0.30000000000000004
4770,1568,161,2,191.07,0.25
4771,1568,72,4,73.85,0.35
4772,1568,82,2,86.95,0.25
4773,1568,125,4,30.78,0.3
4774,1568,114,1,25.66,0.25
4775,1569,73,4,138.68,0.25
4776,1569,114,4,27.38,0.2
4777,1569,166,2,192.6,0.2
4778,1569,21,3,21.85,0.2
4779,1569,107,1,133.45,0.2
4780,1570,43,3,290.35,0.1
4781,1570,35,2,48.69,0.1
4782,1571,116,3,378.07,0.05
4783,1572,16,3,92.71,0.3
4784,1572,91,4,261.91,0.35
4785,1573,31,4,59.22,0.1
4786,1573,98,3,129.58,0.2
4787,1573,136,1,243.13,0.1
4788,1573,10,2,437.34,0.1
4789,1574,53,4,119.96,0.15000000000000002
4790,1574,65,4,409.95,0.1
4791,1574,12,3,219.56,0.1
4792,1574,6,1,50.27,0.1
4793,1575,70,3,265.4,0.25
4794,1575,141,1,98.62,0.2
4795,1575,7,1,200.86,0.2
4796,1576,145,1,299.89,0.15
4797,1576,58,1,267.44,0.15
4798,1576,140,1,209.12,0.25
4799,1577,55,1,233.3,0.2
4800,1577,141,2,110.94,0.1
4801,1578,42,1,206.24,0.05
4802,1578,89,4,127.22,0.05
4803,1579,53,2,112.9,0.2
4804,1579,116,4,318.38,0.2
4805,1579,62,2,251.19,0.30000000000000004
4806,1579,134,4,95.47,0.30000000000000004
4807,1580,152,2,70.3,0.0
4808,1581,91,2,342.5,0.15
4809,1581,168,4,263.0,0.15
4810,1581,41,3,172.43,0.15
4811,1582,116,2,318.38,0.2
4812,1583,162,2,88.7,0.1
4813,1583,30,4,146.06,0.1
4814,1583,167,3,220.47,0.1
4815,1583,19,1,237.02,0.1
4816,1584,160,4,212.04,0.1
4817,1584,18,2,129.21,0.0
4818,1585,91,3,402.94,0.0
4819,1585,61,2,259.13,0.0
4820,1585,82,3,104.35,0.1
4821,1585,86,3,317.53,0.05
4822,1586,11,4,202.57,0.15
4823,1586,108,4,245.6,0.15
4824,1586,18,2,109.83,0.15
4825,1586,130,3,112.99,0.25
4826,1587,163,1,292.46,0.2
4827,1587,154,4,20.9,0.2
4828,1587,167,4,195.98,0.2
4829,1588,50,2,18.16,0.25
4830,1588,69,2,38.32,0.3
4831,1589,138,3,135.32,0.25
4832,1590,95,1,337.33,0.2
4833,1590,11,1,178.74,0.25
4834,1590,137,1,53.08,0.2
4835,1591,161,3,191.07,0.25
4836,1592,18,3,96.91,0.25
4837,1592,129,1,138.47,0.25
4838,1592,77,1,370.63,0.25
4839,1592,146,4,89.28,0.35
4840,1593,24,2,335.5,0.2
4841,1593,78,4,258.24,0.25
4842,1593,87,1,85.66,0.15
4843,1593,123,4,133.01,0.15
4844,1593,53,3,119.96,0.15
4845,1594,103,4,116.7,0.2
4846,1594,86,2,267.39,0.2
4847,1594,23,2,337.93,0.1
4848,1595,19,1,184.35,0.3
4849,1596,39,1,206.06,0.1
4850,1596,28,2,346.77,0.15000000000000002
4851,1597,143,2,125.75,0.15
4852,1597,28,3,326.38,0.2
4853,1597,148,3,159.44,0.15
4854,1598,103,2,145.87,0.0
4855,1598,164,2,186.63,0.1
4856,1598,51,2,296.8,0.0
4857,1599,42,2,184.53,0.15
4858,1600,135,1,373.46,0.05
4859,1600,117,1,67.89,0.0
4860,1600,178,3,50.32,0.0
4861,1600,149,2,170.59,0.0
4862,1600,116,2,397.97,0.0
4863,1601,165,1,196.79,0.0
4864,1601,25,4,23.31,0.0
4865,1601,101,4,390.62,0.0
4866,1602,64,2,164.4,0.3
4867,1602,68,3,118.72,0.35
4868,1602,173,3,340.78,0.25
4869,1602,92,2,96.03,0.25
4870,1603,16,4,105.96,0.2
4871,1603,49,2,179.34,0.2
4872,1603,147,4,168.7,0.2
4873,1604,46,2,50.81,0.1
4874,1605,55,3,218.72,0.25
4875,1605,4,1,162.69,0.2
4876,1606,107,2,158.47,0.05
4877,1606,104,3,268.06,0.05
4878,1606,111,3,245.03,0.05
4879,1606,30,1,154.18,0.05
4880,1606,175,3,110.78,0.05
4881,1607,69,3,41.05,0.25
4882,1607,69,3,38.32,0.30000000000000004
4883,1608,39,4,160.26,0.3
4884,1609,162,2,73.92,0.25
4885,1609,164,3,145.16,0.3
4886,1609,90,1,211.09,0.3
4887,1609,151,4,176.42,0.25
4888,1610,74,3,239.92,0.25
4889,1611,40,1,138.6,0.2
4890,1611,26,3,260.85,0.25
4891,1612,73,1,175.66,0.05
4892,1613,43,3,241.96,0.25
4893,1613,125,3,30.78,0.3
4894,1613,41,3,152.15,0.25
4895,1613,92,3,83.23,0.35
4896,1614,49,1,224.18,0.0
4897,1614,93,3,220.89,0.1
4898,1614,105,1,195.84,0.0
4899,1614,1,1,255.66,0.0
4900,1614,56,2,213.15,0.0
4901,1615,120,4,225.42,0.35
4902,1615,148,3,140.69,0.25
4903,1615,59,1,207.54,0.25
4904,1615,135,3,294.84,0.25
4905,1615,26,2,243.46,0.3
4906,1616,11,1,178.74,0.25
4907,1616,56,1,138.55,0.35
4908,1617,100,1,210.92,0.30000000000000004
4909,1617,51,3,237.44,0.2
4910,1617,171,2,111.26,0.25
4911,1617,37,4,179.16,0.2
4912,1618,60,4,194.65,0.1
4913,1618,43,3,322.61,0.0
4914,1618,106,4,250.24,0.05
4915,1618,159,2,320.99,0.05
4916,1619,87,3,70.55,0.3
4917,1619,32,1,99.61,0.25
4918,1620,164,1,165.9,0.2
4919,1620,104,1,211.63,0.25
4920,1620,96,4,284.62,0.2
4921,1621,171,4,111.26,0.25
4922,1622,95,3,379.49,0.1
4923,1622,138,1,162.39,0.1
4924,1622,171,3,126.1,0.15000000000000002
4925,1623,58,2,251.7,0.2
4926,1623,43,4,258.09,0.2
4927,1623,78,3,275.46,0.2
4928,1624,123,3,133.01,0.15000000000000002
4929,1624,134,2,122.75,0.1
4930,1625,54,3,126.65,0.25
4931,1625,92,4,96.03,0.25
4932,1626,140,4,278.82,0.0
4933,1626,31,2,62.51,0.05
4934,1626,155,2,243.42,0.1
4935,1626,157,2,266.51,0.0
4936,1626,20,4,140.95,0.0
4937,1627,140,2,250.94,0.1
4938,1627,89,3,120.53,0.1
4939,1628,83,2,307.94,0.2
4940,1629,9,3,135.06,0.3
4941,1629,96,4,266.83,0.25
4942,1629,179,3,84.41,0.25
4943,1630,63,3,196.84,0.30000000000000004
4944,1630,17,4,75.07,0.2
4945,1630,119,3,117.94,0.2
4946,1631,64,4,199.63,0.15
4947,1631,22,1,72.2,0.25
4948,1631,128,3,195.51,0.15
4949,1631,136,3,229.62,0.15
4950,1632,156,4,128.6,0.15000000000000002
4951,1633,38,4,197.17,0.25
4952,1633,163,3,274.19,0.25
4953,1633,176,1,16.82,0.25
4954,1634,47,1,69.1,0.2
4955,1634,104,3,253.95,0.1
4956,1634,165,2,177.11,0.1
4957,1635,32,1,92.97,0.30000000000000004
4958,1635,146,1,109.89,0.2
4959,1635,64,1,187.89,0.2
4960,1635,61,2,194.35,0.25
4961,1635,51,3,222.6,0.25
4962,1636,24,3,356.46,0.15
4963,1637,65,3,455.5,0.0
4964,1637,34,2,416.37,0.0
4965,1637,102,1,303.01,0.0
4966,1637,131,4,118.03,0.0
4967,1638,81,1,307.54,0.1
4968,1638,156,3,128.6,0.15000000000000002
4969,1639,20,2,98.66,0.3
4970,1639,124,2,34.55,0.25
4971,1639,156,3,113.47,0.25
4972,1639,157,4,173.23,0.35
4973,1639,45,2,135.43,0.25
4974,1640,122,2,214.2,0.25
4975,1640,114,3,25.66,0.25
4976,1640,155,2,175.81,0.35
4977,1641,130,4,128.05,0.15
4978,1641,147,4,168.7,0.2
4979,1641,164,3,176.26,0.15
4980,1641,78,4,258.24,0.25
4981,1641,20,3,119.81,0.15
4982,1642,115,3,389.19,0.1
4983,1643,67,4,279.94,0.2
4984,1643,180,2,123.55,0.2
4985,1643,36,2,54.96,0.15
4986,1643,10,4,413.04,0.15
4987,1643,30,2,137.95,0.15
4988,1644,74,3,287.91,0.1
4989,1644,74,2,287.91,0.1
4990,1644,156,2,136.16,0.1
4991,1644,148,3,150.06,0.2
4992,1644,101,1,351.56,0.1
4993,1645,46,1,36.69,0.35
4994,1645,123,1,117.36,0.25
4995,1645,76,3,113.69,0.25
4996,1645,129,4,138.47,0.25
4997,1646,13,2,47.79,0.2
4998,1646,104,1,239.84,0.15
4999,1646,65,4,341.62,0.25
5000,1646,176,3,19.06,0.15
5001,1647,169,1,86.81,0.15000000000000002
5002,1647,17,2,84.46,0.1
5003,1647,64,3,211.37,0.1
5004,1647,169,1,91.92,0.1
5005,1648,160,3,153.14,0.35
5006,1648,21,4,20.48,0.25
5007,1648,12,1,182.96,0.25
5008,1648,162,2,73.92,0.25
5009,1649,164,3,197.0,0.05
5010,1649,35,2,54.1,0.0
5011,1650,87,2,75.59,0.25
5012,1650,50,3,19.37,0.2
5013,1650,21,2,21.85,0.2
5014,1650,112,3,179.61,0.30000000000000004
5015,1651,166,3,192.6,0.2
5016,1651,135,3,314.5,0.2
5017,1651,75,3,165.35,0.30000000000000004
5018,1651,11,4,190.66,0.2
5019,1651,151,1,188.18,0.2
5020,1652,128,4,195.51,0.15000000000000002
5021,1652,169,3,86.81,0.15000000000000002
5022,1653,91,1,282.06,0.30000000000000004
5023,1653,12,1,170.76,0.30000000000000004
5024,1653,10,4,340.15,0.30000000000000004
5025,1653,149,1,136.47,0.2
5026,1654,104,2,282.17,0.0
5027,1654,168,3,278.47,0.1
5028,1655,160,1,235.6,0.0
5029,1655,96,3,355.78,0.0
5030,1656,104,1,225.74,0.2
5031,1657,23,4,319.16,0.15
5032,1657,152,3,59.75,0.15
5033,1657,68,2,155.25,0.15
5034,1657,18,3,109.83,0.15
5035,1658,156,3,121.03,0.2
5036,1658,7,1,200.86,0.2
5037,1658,7,2,200.86,0.2
5038,1659,55,4,247.88,0.15
5039,1659,9,1,164.01,0.15
5040,1659,107,4,133.45,0.2
5041,1660,64,4,199.63,0.15000000000000002
5042,1660,34,3,333.1,0.2
5043,1660,115,1,389.19,0.1
5044,1660,35,4,45.98,0.15000000000000002
5045,1661,162,3,73.92,0.25
5046,1661,51,3,222.6,0.25
5047,1661,105,1,146.88,0.25
5048,1661,75,1,153.54,0.35
5049,1661,73,2,129.44,0.3
5050,1662,33,3,161.59,0.25
5051,1662,51,1,192.92,0.35
5052,1663,113,1,173.81,0.25
5053,1663,76,3,113.69,0.25
5054,1663,150,1,212.58,0.3
5055,1663,148,3,121.93,0.35
5056,1664,18,4,109.83,0.15
5057,1664,138,2,153.37,0.15
5058,1664,6,2,44.69,0.2
5059,1665,127,1,104.57,0.2
5060,1666,146,1,89.28,0.35
5061,1666,74,3,223.93,0.3
5062,1666,102,4,227.26,0.25
5063,1667,169,1,91.92,0.1
5064,1667,47,1,77.74,0.1
5065,1667,50,1,20.58,0.15000000000000002
5066,1668,112,4,192.44,0.25
5067,1668,124,3,34.55,0.25
5068,1668,95,2,274.08,0.35
5069,1669,23,2,319.16,0.15
5070,1669,92,3,108.83,0.15
5071,1669,179,3,84.41,0.25
5072,1669,126,1,48.24,0.15
5073,1670,81,4,256.28,0.25
5074,1671,137,1,49.76,0.25
5075,1672,123,3,125.18,0.2
5076,1672,91,4,302.2,0.25
5077,1672,101,4,312.5,0.2
5078,1672,87,1,80.62,0.2
5079,1673,85,3,80.71,0.2
5080,1673,81,2,273.37,0.2
5081,1673,20,2,98.66,0.30000000000000004
5082,1673,70,4,283.1,0.2
5083,1673,171,3,111.26,0.25
5084,1674,98,4,137.68,0.15
5085,1674,145,3,282.25,0.2
5086,1674,155,4,216.38,0.2
5087,1675,124,1,41.46,0.1
5088,1675,12,2,219.56,0.1
5089,1675,84,4,273.18,0.1
5090,1675,121,3,388.21,0.1
5091,1676,77,2,444.76,0.1
5092,1676,17,2,84.46,0.1
5093,1676,151,2,199.95,0.15000000000000002
5094,1676,99,4,45.12,0.2
5095,1676,146,1,116.76,0.15000000000000002
5096,1677,35,2,40.58,0.25
5097,1678,174,1,346.84,0.0
5098,1678,107,1,158.47,0.05
5099,1679,139,3,322.62,0.2
5100,1679,65,1,409.95,0.1
5101,1679,52,1,63.28,0.2
5102,1680,152,3,52.72,0.25
5103,1680,74,4,207.94,0.35
5104,1680,126,4,39.72,0.3
5105,1681,159,1,219.62,0.35
5106,1682,148,4,131.31,0.30000000000000004
5107,1682,165,2,147.59,0.25
5108,1682,178,1,35.22,0.30000000000000004
5109,1682,121,1,301.94,0.30000000000000004
5110,1682,122,3,228.48,0.2
5111,1683,116,3,278.58,0.30000000000000004
5112,1683,133,1,227.54,0.2
5113,1684,95,2,379.49,0.1
5114,1684,2,3,111.62,0.1
5115,1685,180,3,108.11,0.3
5116,1685,125,4,32.98,0.25
5117,1686,144,4,113.78,0.15
5118,1686,177,1,229.96,0.15
5119,1687,28,4,387.57,0.05
5120,1687,176,4,22.42,0.0
5121,1688,98,3,161.98,0.0
5122,1688,135,2,393.12,0.0
5123,1688,177,4,243.49,0.1
5124,1688,45,2,162.51,0.1
5125,1688,100,2,301.32,0.0
5126,1689,55,2,247.88,0.15
5127,1690,124,2,36.86,0.2
5128,1691,141,1,98.62,0.2
5129,1691,32,1,106.25,0.2
5130,1691,13,3,50.78,0.15
5131,1691,153,4,46.04,0.2
5132,1692,48,2,144.06,0.25
5133,1693,118,1,254.12,0.25
5134,1693,99,4,42.3,0.25
5135,1693,136,3,202.6,0.25
5136,1694,143,2,110.95,0.25
5137,1694,33,3,161.59,0.25
5138,1694,146,4,89.28,0.35
5139,1695,100,4,210.92,0.30000000000000004
5140,1695,30,2,129.83,0.2
5141,1695,79,2,57.15,0.2
5142,1695,62,1,287.08,0.2
5143,1696,5,1,305.43,0.2
5144,1696,156,3,121.03,0.2
5145,1697,171,3,126.1,0.15
5146,1698,13,3,50.78,0.15
5147,1698,9,4,164.01,0.15
5148,1698,13,3,44.8,0.25
5149,1698,108,1,216.7,0.25
5150,1698,85,1,85.76,0.15
5151,1699,27,2,98.89,0.1
5152,1699,52,1,75.14,0.05
5153,1700,159,4,304.09,0.1
5154,1701,180,4,131.27,0.15
5155,1701,45,3,153.48,0.15
5156,1701,128,3,184.01,0.2
5157,1701,14,3,110.07,0.15
5158,1701,180,2,115.83,0.25
5159,1702,88,3,163.47,0.25
5160,1702,135,4,294.84,0.25
5161,1702,79,4,46.44,0.35
5162,1702,118,1,254.12,0.25
5163,1703,9,4,154.36,0.2
5164,1703,133,1,255.99,0.1
5165,1704,117,4,61.1,0.1
5166,1704,14,1,123.02,0.05
5167,1704,78,2,309.89,0.1
5168,1705,55,1,204.13,0.3
5169,1706,30,2,137.95,0.15000000000000002
5170,1706,139,2,362.95,0.1
5171,1707,127,2,117.64,0.1
5172,1707,19,4,250.19,0.05
5173,1707,7,1,251.07,0.0
5174,1708,136,3,202.6,0.25
5175,1708,42,4,162.82,0.25
5176,1708,7,2,188.3,0.25
5177,1709,165,1,127.91,0.35
5178,1710,8,1,59.41,0.3
5179,1710,92,3,96.03,0.25
5180,1711,176,1,16.82,0.25
5181,1711,23,4,281.61,0.25
5182,1711,163,2,274.19,0.25
5183,1711,36,4,48.49,0.25
5184,1711,95,4,316.25,0.25
5185,1712,111,1,245.03,0.05
5186,1712,132,4,178.46,0.05
5187,1712,101,4,390.62,0.0
5188,1712,36,2,64.66,0.0
5189,1713,121,3,366.64,0.15000000000000002
5190,1713,39,2,194.61,0.15000000000000002
5191,1713,50,2,21.79,0.1
5192,1713,176,1,17.94,0.2
5193,1713,55,1,233.3,0.2
5194,1714,165,1,196.79,0.0
5195,1714,30,4,162.29,0.0
5196,1715,129,3,147.7,0.2
5197,1715,59,1,221.38,0.2
5198,1715,13,1,47.79,0.2
5199,1716,1,4,242.88,0.05
5200,1716,162,1,93.63,0.05
5201,1716,100,4,286.25,0.05
5202,1717,102,4,257.56,0.15
5203,1717,67,1,297.44,0.15
5204,1717,156,2,113.47,0.25
5205,1717,76,4,113.69,0.25
5206,1718,42,3,173.67,0.2
5207,1718,143,1,118.35,0.2
5208,1719,81,3,273.37,0.2
5209,1719,9,4,173.66,0.1
5210,1720,108,3,231.15,0.2
5211,1720,99,2,45.12,0.2
5212,1720,17,4,70.38,0.25
5213,1720,136,2,216.11,0.2
5214,1720,135,1,275.18,0.30000000000000004
5215,1721,51,3,222.6,0.25
5216,1721,134,1,102.29,0.25
5217,1722,151,2,235.23,0.0
5218,1722,84,3,303.53,0.0
5219,1722,157,3,266.51,0.0
5220,1722,28,2,367.17,0.1
5221,1723,93,2,220.89,0.1
5222,1723,104,1,282.17,0.0
5223,1723,105,1,195.84,0.0
5224,1723,137,2,66.35,0.0
5225,1723,80,1,48.19,0.1
5226,1724,26,1,347.8,0.0
5227,1724,41,3,202.86,0.0
5228,1724,110,2,96.48,0.1
5229,1724,122,2,271.32,0.05
5230,1725,78,1,327.1,0.05
5231,1725,154,2,26.12,0.0
5232,1725,125,1,43.97,0.0
5233,1725,81,4,341.71,0.0
5234,1726,103,4,131.28,0.1
5235,1727,63,1,281.2,0.0
5236,1727,119,4,147.43,0.0
5237,1727,168,4,293.94,0.05
5238,1727,103,1,131.28,0.1
5239,1727,124,3,46.07,0.0
5240,1728,98,3,161.98,0.0
5241,1728,82,3,110.14,0.05
5242,1729,88,1,141.67,0.35
5243,1730,130,4,128.05,0.15
5244,1730,104,2,239.84,0.15
5245,1731,50,1,19.37,0.2
5246,1731,55,3,233.3,0.2
5247,1732,35,4,43.28,0.2
5248,1732,32,2,112.89,0.15
5249,1732,87,1,75.59,0.25
5250,1732,56,1,181.18,0.15
5251,1732,66,2,101.48,0.15
5252,1733,166,2,228.71,0.05
5253,1733,95,1,400.58,0.05
5254,1733,166,1,228.71,0.05
5255,1733,52,1,67.23,0.15000000000000002
5256,1734,115,2,389.19,0.1
5257,1735,172,2,126.8,0.15
5258,1736,101,4,371.09,0.05
5259,1736,170,1,15.63,0.0
5260,1736,33,4,215.45,0.0
5261,1736,93,4,220.89,0.1
5262,1737,34,3,333.1,0.2
5263,1738,35,1,45.98,0.15
5264,1739,42,2,173.67,0.2
5265,1740,106,3,197.56,0.25
5266,1740,90,1,241.24,0.2
5267,1740,136,2,202.6,0.25
5268,1740,127,1,104.57,0.2
5269,1741,30,1,129.83,0.2
5270,1741,160,4,188.48,0.2
5271,1742,174,1,242.79,0.30000000000000004
5272,1742,148,1,150.06,0.2
5273,1742,83,2,307.94,0.2
5274,1743,107,1,141.79,0.15
5275,1744,36,1,45.26,0.30000000000000004
5276,1745,147,3,158.16,0.25
5277,1745,39,4,171.71,0.25
5278,1745,14,4,90.64,0.3
5279,1745,35,2,40.58,0.25
5280,1746,168,3,263.0,0.15
5281,1747,40,1,147.26,0.15000000000000002
5282,1747,165,3,177.11,0.1
5283,1747,137,1,59.71,0.1
5284,1747,85,1,90.8,0.1
5285,1747,173,4,363.5,0.2
5286,1748,144,1,120.47,0.1
5287,1748,177,4,243.49,0.1
5288,1748,158,4,105.45,0.1
5289,1749,93,1,196.34,0.2
5290,1749,112,4,179.61,0.30000000000000004
5291,1749,57,4,240.91,0.25
5292,1749,148,2,131.31,0.30000000000000004
5293,1749,155,1,216.38,0.2
5294,1750,28,1,367.17,0.1
5295,1750,123,4,125.18,0.2
5296,1751,136,2,216.11,0.2
5297,1751,95,4,337.33,0.2
5298,1751,64,4,176.15,0.25
5299,1751,45,1,135.43,0.25
5300,1752,163,4,255.91,0.3
5301,1753,84,1,258.0,0.15000000000000002
5302,1753,73,1,166.42,0.1
5303,1754,155,4,202.85,0.25
5304,1754,74,1,239.92,0.25
5305,1755,13,4,44.8,0.25
5306,1755,110,1,80.4,0.25
5307,1755,39,4,171.71,0.25
5308,1755,57,2,208.79,0.35
5309,1755,48,3,144.06,0.25
5310,1756,77,2,321.22,0.35
5311,1756,140,2,195.17,0.3
5312,1756,48,1,144.06,0.25
5313,1757,103,4,131.28,0.1
5314,1757,116,4,338.27,0.15000000000000002
5315,1757,140,4,264.88,0.05
5316,1757,14,4,110.07,0.15000000000000002
5317,1757,16,2,125.83,0.05
5318,1758,169,4,91.92,0.1
5319,1758,174,1,277.47,0.2
5320,1758,167,2,195.98,0.2
5321,1758,35,4,43.28,0.2
5322,1758,122,2,257.04,0.1
5323,1759,112,1,192.44,0.25
5324,1759,109,2,105.07,0.2
5325,1759,166,2,204.64,0.15
5326,1759,69,2,43.79,0.2
5327,1759,151,3,199.95,0.15
5328,1760,156,3,128.6,0.15
5329,1761,154,1,22.2,0.15000000000000002
5330,1761,65,4,432.72,0.05
5331,1761,122,4,271.32,0.05
5332,1762,8,1,76.38,0.1
5333,1762,99,2,47.94,0.15000000000000002
5334,1763,117,3,47.52,0.3
5335,1763,20,3,105.71,0.25
5336,1763,34,4,291.46,0.3
5337,1763,180,1,115.83,0.25
5338,1763,66,3,89.54,0.25
5339,1764,56,2,191.84,0.1
5340,1764,28,3,367.17,0.1
5341,1764,54,4,151.97,0.1
5342,1765,67,1,279.94,0.2
5343,1765,143,3,125.75,0.15000000000000002
5344,1765,131,3,106.23,0.1
5345,1765,116,3,358.17,0.1
5346,1765,104,4,253.95,0.1
5347,1766,16,4,119.2,0.1
5348,1766,86,1,300.82,0.1
5349,1766,143,3,125.75,0.15000000000000002
5350,1766,175,2,104.95,0.1
5351,1767,49,1,168.13,0.25
5352,1767,76,3,113.69,0.25
5353,1767,68,4,118.72,0.35
5354,1767,115,3,324.32,0.25
5355,1767,151,3,176.42,0.25
5356,1768,180,4,108.11,0.3
5357,1768,120,3,225.42,0.35
5358,1769,33,4,161.59,0.25
5359,1769,162,1,73.92,0.25
5360,1769,59,1,193.7,0.3
5361,1770,158,3,117.17,0.0
5362,1770,112,1,256.59,0.0
5363,1770,109,2,131.34,0.0
5364,1770,165,3,186.95,0.05
5365,1771,37,4,156.76,0.3
5366,1771,95,2,295.16,0.3
5367,1771,39,3,171.71,0.25
5368,1772,79,3,67.87,0.05
5369,1772,119,3,147.43,0.0
5370,1772,145,1,352.81,0.0
5371,1773,80,1,42.83,0.2
5372,1773,67,4,279.94,0.2
5373,1773,171,3,103.84,0.30000000000000004
5374,1774,97,2,192.77,0.2
5375,1774,68,4,164.39,0.1
5376,1774,19,2,210.69,0.2
5377,1774,161,1,216.55,0.15000000000000002
5378,1774,79,4,64.3,0.1
5379,1775,133,3,213.32,0.25
5380,1775,79,2,53.58,0.25
5381,1775,24,2,314.53,0.25
5382,1775,95,4,316.25,0.25
5383,1775,140,2,209.12,0.25
5384,1776,144,3,107.09,0.2
5385,1777,67,1,314.94,0.1
5386,1777,83,4,346.44,0.1
5387,1777,175,4,116.61,0.0
5388,1777,118,3,338.83,0.0
5389,1778,25,2,20.98,0.1
5390,1778,140,3,264.88,0.05
5391,1778,160,1,223.82,0.05
5392,1778,31,1,62.51,0.05
5393,1778,172,3,141.72,0.05
5394,1779,72,4,90.89,0.2
5395,1779,25,2,19.81,0.15
5396,1779,4,1,172.86,0.15
5397,1779,15,1,188.5,0.25
5398,1780,180,2,154.44,0.0
5399,1781,12,3,219.56,0.1
5400,1781,68,2,164.39,0.1
5401,1781,55,4,262.46,0.1
5402,1782,49,2,156.93,0.3
5403,1782,7,1,188.3,0.25
5404,1782,178,3,37.74,0.25
5405,1783,103,3,123.99,0.15000000000000002
5406,1783,109,3,118.21,0.1
5407,1783,45,1,153.48,0.15000000000000002
5408,1783,180,4,139.0,0.1
5409,1783,88,3,174.37,0.2
5410,1784,44,2,252.17,0.1
5411,1785,72,3,96.57,0.15
5412,1785,95,3,358.41,0.15
5413,1785,129,3,147.7,0.2
5414,1786,76,2,144.01,0.05
5415,1786,9,2,164.01,0.15000000000000002
5416,1786,22,4,86.63,0.1
5417,1786,74,1,287.91,0.1
5418,1786,4,2,193.19,0.05
5419,1787,128,3,172.51,0.25
5420,1788,155,4,270.47,0.0
5421,1788,122,4,285.6,0.0
5422,1788,179,1,112.55,0.0
5423,1789,101,3,371.09,0.05
5424,1789,96,4,302.41,0.15000000000000002
5425,1789,89,3,127.22,0.05
5426,1789,161,2,229.28,0.1
5427,1789,131,1,100.33,0.15000000000000002
5428,1790,131,4,88.52,0.25
5429,1790,79,1,53.58,0.25
5430,1790,154,3,19.59,0.25
5431,1790,45,1,135.43,0.25
5432,1791,64,2,234.86,0.0
5433,1791,49,3,212.97,0.05
5434,1792,71,3,304.13,0.1
5435,1793,175,1,87.46,0.25
5436,1793,171,1,118.68,0.2
5437,1793,143,4,118.35,0.2
5438,1793,77,4,420.05,0.15
5439,1794,143,3,96.16,0.35
5440,1794,122,2,214.2,0.25
5441,1794,13,3,44.8,0.25
5442,1795,171,3,111.26,0.25
5443,1795,39,4,171.71,0.25
5444,1796,178,2,47.8,0.05
5445,1796,71,1,337.92,0.0
5446,1796,37,2,223.95,0.0
5447,1796,72,2,102.25,0.1
5448,1796,180,2,154.44,0.0
5449,1797,25,4,22.14,0.05
5450,1797,58,3,298.9,0.05
5451,1797,177,2,257.01,0.05
5452,1797,105,4,176.26,0.1
5453,1798,67,1,262.45,0.25
5454,1798,80,1,40.16,0.25
5455,1799,179,2,73.16,0.35
5456,1799,111,2,180.55,0.3
